Poèet všetkých operácií: ;Poèet push operácií: ;Poèet pop operácií: ;Poèet peek operácií: ;Èas celkovo: ;Èas PUSH: ; Èas POP: ;Èas PEEK: 
100000;35000;35000;30000;41,774553;21,722070;12,016094;7,858558
