Poèet všetkých operácií: ;Poèet insert operácií: ;Poèet remove operácií: ;Poèet set operácií: ;Poèet index operácií: ;Èas celkovo: ;Èas INSERT: ; Èas REMOVE: ;Èas SET: ;Èas INDEX: 
100000;20000;20000;50000;10000;46,770319;5,872534;5,487361;11,778598;23,435503
