Poèet všetkıch operácií: ;Poèet insert operácií: ;Poèet remove operácií: ;Poèet set operácií: ;Poèet index operácií: 
99738;35000;35000;19738;10000

Èasová nároènos: ;VŠETKY OPERÁCIE: ;INSERT: ;REMOVE: ;SET: ;INDEX: 
;15.9224;10.0932;9.81424;12.7099;3.37735
98965;20000;20000;49274;9691;15,331525;9,115465;8,696436;19,061415;24,857486
